,jobTitle,companyName,location,date,page,job,salary
64,Data analyste informatique (Tableau/Dataiku) (IT) / Freelance,Bek Advisory,Paris (75),PostedOffre publiée il y a 17 jour,39,589,De 600 € à 750 € par jour
65,Ingénieur.e data sciences et traitement d'images F/H/X,BRGM,Orléans (45),PostedOffre publiée il y a 13 jour,39,590,
66,Senior Data Analyst - Start-up - Paris 08,Sept Lieues,Paris 8e (75),PostedOffre publiée il y a plus de 30 jours,39,591,De 50 000 € à 55 000 € par an
67,Consultant Expérimenté Intelligent Industry Data & Analytics Toulouse F/H,Capgemini Invent,Toulouse (31)+1 location,PostedAujourd'hui,39,592,
68,DATA ANALYST H/F,Aterno,Entzheim (67),EmployerEmployeur actif il y a 4 jours,39,593,
69,Apprenti(e) Data Science F/H/D,e.l.m. leblanc,93700 Drancy,PostedOffre publiée il y a plus de 30 jours,39,594,
70,Consultant(e) Data Scientist Confirmé(e),SOCIO DATA MANAGEMENT,Paris (75),PostedOffre publiée il y a plus de 30 jours,39,595,
71,Data Analyst - Alternance / Janv. 24,Simundia,Télétravail hybride à 75010 Paris,PostedOffre publiée il y a 24 jour,39,596,
72,Alternance Data Analyst (F/H/X),Gutenberg,92100 Boulogne-Billancourt,EmployerEmployeur actif il y a 3 jours,39,597,
73,Data Analyst (H/F),Defi RH,Paris (75),PostedOffre publiée il y a 14 jour,39,598,
74,Data Scientist - Data Products,Homa,75008 Paris,EmployerEmployeur actif il y a 4 jours,39,599,
75,Tech lead data analytics f/h,Bpifrance,94710 Maisons-Alfort,PostedOffre publiée il y a 25 jour,40,600,
76,Data analyste informatique Alteryx (IT) / Freelance,Blue-Consulting,79000 Niort,PostedOffre publiée il y a plus de 30 jours,40,601,De 400 € à 640 € par jour
77,STAGE – Business Data Analyst (H/F) – AUDI,Volkswagen Group,Roissy-en-France (95),PostedOffre publiée il y a 12 jour,40,602,1 200 € par mois
78,Business Analyst Data,VISIAN,Paris (75),PostedOffre publiée il y a 10 jour,40,603,
79,Machine Learning Scientist,Torus Actions,31520 Ramonville-Saint-Agne,EmployerEmployeur actif il y a 4 jours,40,604,À partir de 30 000 € par an
80,Apprenti(e) Analyste de données et support au pilotage,GCONCIERGES,93210 Saint-Denis,EmployerEmployeur actif il y a 3 jours,40,605,À partir de 900 € par mois
81,Expert Data & Analytics Collibra (IT) / Freelance,EMGS CONSULTING,Paris (75),PostedOffre publiée il y a 20 jour,40,606,600 € par jour
82,Data analyst H/F,La Banque Postale,Paris (75),PostedOffre publiée il y a 20 jour,40,607,
83,"Data analyst, en alternance",TD SYNNEX,Bussy-Saint-Georges (77),PostedOffre publiée il y a 7 jour,40,608,
84,Data Analyst H/F,Meelo,59700 Marcq-en-Barœul,PostedOffre publiée il y a 3 jour,40,609,De 30 000 € à 35 000 € par an
85,Data Analyst - stage de fin d'études en pré-embauche F/H,VINCI Construction,Nanterre (92),PostedOffre publiée il y a 25 jour,40,610,
86,Business Analyste Data H/F,VO2 Group,Paris (75),PostedOffre publiée il y a plus de 30 jours,40,611,
87,Data Analyst @ start-ups,Licorne Society,Paris (75),PostedAujourd'hui,40,612,
88,Lead Data Analyst,UNLCK,75005 Paris 5e,PostedOffre publiée il y a plus de 30 jours,40,613,De 65 000 € à 75 000 € par an
89,SENIOR DIGITAL DATA ANALYST (H/F),OUI.sncf,Paris (75),PostedOffre publiée il y a plus de 30 jours,40,614,
90,JUNIOR DATA ANALYST /DATA VIZ F/H - EN ALTERNANCE,Carrefour,Télétravail hybride à Massy (91),PostedOffre publiée il y a plus de 30 jours,41,615,
91,STAGE – Domaine : Data Sciences ou Statistiques appliquées H/F,UGAP,77420 Champs-sur-Marne,PostedOffre publiée il y a 6 jour,41,616,
92,Data Analyst (H/F),ARC MONTE CARLO,Monaco (06),EmployerEmployeur actif il y a 3 jours,41,617,De 29 459 € à 59 536 € par an
93,Data Analyst / Data engineer H/F,VR CONSEIL,Paris (75),PostedOffre publiée il y a 18 jour,41,618,60 000 € par an
94,Data Analyst (F/H),Sii,Toulouse (31),PostedOffre publiée il y a 19 jour,41,619,De 33 000 € à 38 000 € par an
95,Data Analyst Power BI,ADDIXWARE,06000 Nice,PostedOffre publiée il y a 16 jour,41,620,De 45 000 € à 50 000 € par an
96,Data analyste informatique H/F - Pessac (IT) / Freelance,LeHibou,33600 Pessac,PostedOffre publiée il y a 4 jour,41,621,400 € par jour
97,Data Scientist Lead ,MOTION-ISE,Paris (75),PostedOffre publiée il y a plus de 30 jours,41,622,
98,Data Analyst H/F,Data Recrutement,Télétravail hybride à Paris (75),PostedOffre publiée il y a plus de 30 jours,41,623,De 55 000 € à 65 000 € par an
99,Data Analyst internship,Procter & Gamble,Paris (75),PostedOffre publiée il y a 20 jour,41,624,
100,Stage Data scientist startup de l'agronomie,Agrisoleo,Télétravail hybride à 69001 Lyon 1er,EmployerEmployeur actif il y a 12 jours,41,625,900 € par mois
101,Data Analyst Tableau – H/F,Alten,92100 Boulogne-Billancourt,PostedOffre publiée il y a plus de 30 jours,41,626,
102,Data analyst senior (H/F) en CDI à Lyon ️,Mon-marché.fr,Télétravail hybride à Lyon (69),PostedOffre publiée il y a 10 jour,41,627,
103,Growth Data Analyst - stage (M/F/N),HelloFresh,Paris (75),PostedOffre publiée il y a plus de 30 jours,41,628,
104,STAGIAIRE DATA ANALYST (LOB24-STA-FI-05),Lobellia,Paris (75),PostedOffre publiée il y a 12 jour,41,629,
